相談年月日,相談区分,対応言語名,相談概要,相談方法,元ファイル,元行番号
2025/5/26,身分（その他）,タガログ語,パスポートの名前の変更について,電話,Question05.csv,106
2025/8/15,身分（その他）,日本語（ブラジル）,ブラジル人の氏名について,電話,Question08.csv,38
2025/8/25,身分（その他）,ポルトガル語,子の親権,電話,Question08.csv,67
2025/8/26,身分（その他）,日本語（ブラジル）,国籍について,電話,Question08.csv,78
2025/8/28,身分（その他）,英語,父親を探している,E-Mail,Question08.csv,86
2025/9/2,身分（その他）,タガログ語,日本人の父親に認知されているかを確認したい,電話,Question09.csv,13
2025/10/10,身分（その他）,日本語（ブラジル）,2人の子どもを持つ母親への対応について,電話,Question10.csv,59
2025/10/23,身分（その他）,日本語（フィリピン）,日本国籍の取得について,電話,Question10.csv,106
2025/11/7,身分（その他）,ポルトガル語,帰化申請について,電話,Question11.csv,27
